semantic_category,uni_lemma,num_langs,mean_d,sd_d,method,syntactic_category
people,child's own name,29,1.263779797430068,0.5844578506049635,Semantic,other
people,police,28,-1.9652075549005574,0.8217048284301917,Semantic,other
people,daddy,32,3.456366444713722,1.0605205924023489,Semantic,other
people,doctor,31,-1.2418692301462526,1.065255595589425,Semantic,other
food_drink,yogurt,29,0.40736305462551425,0.6904336113787599,Semantic,nouns
food_drink,bib,27,-0.6545867147096739,0.9149033778398572,Semantic,nouns
food_drink,milk,32,2.100644993568454,0.9664553987660289,Semantic,nouns
food_drink,candy,28,0.6259351835073395,1.0870924982834045,Semantic,nouns
food_drink,banana,31,2.1903786929550537,1.0934545980787467,Semantic,nouns
food_drink,coffee,30,-0.332179711271024,1.0935436900324305,Semantic,nouns
food_drink,salt,27,-1.5246010700256014,1.1294998565711005,Semantic,nouns
food_drink,butter,25,-0.9719752628946305,1.1507328068296636,Semantic,nouns
food_drink,juice,31,0.7816215631259337,1.1680067735464552,Semantic,nouns
food_drink,peas,25,-1.3733748715098213,1.173469629710391,Semantic,nouns
sounds,meow,30,1.7682878634150248,0.7670181823601996,Semantic,other
sounds,cockadoodledoo,27,-0.047509358055003344,0.8520724330659939,Semantic,other
vehicles,helicopter,29,-1.389696323187869,0.7713646824208706,Semantic,nouns
vehicles,airplane,32,0.9105651480023481,0.8083367535544216,Semantic,nouns
descriptive_words,yellow,29,-1.121108741473103,0.843950116108453,Semantic,predicates
descriptive_words,black,30,-1.9558070481270262,0.8736637104795655,Semantic,predicates
descriptive_words,white,29,-1.89157824309487,0.9158623532082889,Semantic,predicates
descriptive_words,cold,32,0.3182810473897558,0.9798530151177218,Semantic,predicates
descriptive_words,green,30,-1.2932782216414138,0.9881692170714077,Semantic,predicates
descriptive_words,dirty,32,0.01358016099728665,0.9983366192161323,Semantic,predicates
descriptive_words,blue,30,-0.8393305337655546,1.0246868171299763,Semantic,predicates
descriptive_words,red,31,-0.8375490031574183,1.0437263455559656,Semantic,predicates
descriptive_words,hot,31,0.998308291184276,1.0867445162280007,Semantic,predicates
animals,crocodile,25,-1.0029028291070108,0.8446736597366864,Semantic,nouns
animals,animal,31,-1.429748262363971,0.8712495168693869,Semantic,nouns
animals,ant,30,-0.7805489106056845,0.8770653424171886,Semantic,nouns
animals,cat,31,1.9391183598540023,0.8808585055284563,Semantic,nouns
animals,zebra,25,-1.7399330207747545,0.9309116249130613,Semantic,nouns
animals,lion,32,0.05551787718760795,0.9929239526839962,Semantic,nouns
animals,horse,31,1.2098215760902307,1.0038192422027037,Semantic,nouns
time_words,tomorrow,30,-1.9308341939596603,0.9005598930335864,Semantic,other
time_words,now,31,-1.6992864435441712,1.011855482376122,Semantic,other
household,hammer,28,-1.7809980840530735,0.9020931005021002,Semantic,nouns
household,spoon,32,1.2587181062482078,0.925980431460949,Semantic,nouns
household,broom,27,-0.903875325231647,0.9446439113623771,Semantic,nouns
household,glasses,29,0.22180023302747598,0.9524442481699266,Semantic,nouns
household,toothbrush,27,0.1563646524406303,0.9801781767089343,Semantic,nouns
household,washing machine,28,-1.8214830687379655,0.9835535881641333,Semantic,nouns
household,radio,29,-1.9833345186873241,0.9900229958658262,Semantic,nouns
action_words,hide,26,-1.493121393625462,0.9275227601358603,Semantic,predicates
action_words,fall,32,-0.14384039345287702,1.026885854967222,Semantic,predicates
action_words,help,30,-0.9031755298740674,1.0900556918413313,Semantic,predicates
action_words,cry,32,-0.06898251130037228,1.1061036114953078,Semantic,predicates
